Indicator	Category	Ransomware	Keylogger	Worm	Backdoor	Techniques
Contains reference to werfaultsecure.exe which is Windows Fault Reporting.	references	0	0	0	0	
Contains reference to werkernel.sys which is Windows Error Reporting Kernel Driver.	references	0	0	0	0	
Contains reference to wermgr.exe which is Windows Problem Reporting.	references	0	0	0	0	
Contains reference to wersvc.dll which is Windows Error Reporting Service.	references	0	0	0	0	
Contains reference to werui.dll which is Windows Error Reporting UI DLL.	references	0	0	0	0	
Contains reference to wesent.dll which is Server Database Storage Engine.	references	0	0	0	0	
Contains reference to wesent97.dll which is Microsoft(R) Windows NT(TM) Server Database Storage Engine.	references	0	0	0	0	
Contains reference to wesentprf.dll which is Server Database Storage Performance Library.	references	0	0	0	0	
Contains reference to wesentutl.exe which is Server Database Storage Utilities.	references	0	0	0	0	
Contains reference to wet.dll which is Windows Easy Transfer.	references	0	0	0	0	
Contains reference to wetn5b64.sys which is NDIS 5.0 miniport driver.	references	0	0	0	0	
Contains reference to weudcedit.exe which is Private Character Editor.	references	0	0	0	0	
Contains reference to wevcreate.exe which is Event Create - Creates a custom event in an event log.	references	0	0	0	0	
Contains reference to weventvwr.exe which is Event Viewer Snapin Launcher.	references	0	0	0	0	
Contains reference to wevntrprv.dll which is WMI Event Trace Provider.	references	0	0	0	0	
Contains reference to wevtapi.dll which is Eventing Consumption and Configuration API.	references	0	0	0	0	
Contains reference to wevtfwd.dll which is WS-Management Event Forwarding Plug-in.	references	0	0	0	0	
Contains reference to wevtgprov.dll which is Command line Event Trigger WMI Consumer Provider.	references	0	0	0	0	
Contains reference to wevtrig.exe which is Event trigger creation tool.	references	0	0	0	0	
Contains reference to wevtsvc.dll which is Event Logging Service.	references	0	0	0	0	
Contains reference to wevtutil.exe which is Eventing Command Line Utility.	references	0	0	0	0	
Contains reference to wexpand.exe which is LZ Expansion Utility.	references	0	0	0	0	
Contains reference to wexplorer.exe which is Windows Explorer.	references	0	0	0	1	
Contains reference to wexpsrv.dll which is Visual Basic for Applications Runtime - Expression Service.	references	0	0	0	0	
Contains reference to wexstrace.dll which is Async Trace DLL.	references	0	0	0	0	
Contains reference to wextmgr.dll which is Extensions Manager.	references	0	0	0	0	
Contains reference to wextrac32.exe which is Microsoft CAB File Extract Utility.	references	0	0	0	0	
Contains reference to wextract.exe which is Win32 Cabinet Self-Extractor.	references	0	0	0	0	
Contains reference to wf3ahvoas.dll which is JP Japanese Keyboard Layout for Fujitsu FMV oyayubi-shift keyboard.	references	0	0	0	0	
Contains reference to wfapigp.dll which is Windows Firewall GPO Helper dll.	references	0	0	0	0	
Contains reference to wfascim.dll which is Network Management Value Objects.	references	0	0	0	0	
Contains reference to wfaultrep.dll which is Windows Error Reporting.	references	0	0	0	0	
Contains reference to wfc.exe which is DOS 5 File Compare Utility.	references	0	0	0	0	
Contains reference to wfde.dll which is Folder Redirection Snapin Extension.	references	0	0	0	0	
Contains reference to wfdeploy.dll which is Folder Redirection Winlogon Extension.	references	0	0	0	0	
Contains reference to wfdprov.dll which is Private WPS provisioning API DLL for Wi-Fi Direct.	references	0	0	0	0	
Contains reference to wfeclient.dll which is Windows NT File Encryption Client Interfaces.	references	0	0	0	0	
Contains reference to wfhc.dll which is Windows Firewall  Helper Class.	references	0	0	0	0	
Contains reference to wfilemgmt.dll which is Services and Shared Folders.	references	0	0	0	0	
Contains reference to wfind.exe which is Find String (grep) Utility.	references	0	0	0	0	
Contains reference to wfindstr.exe which is Find String (QGREP) Utility.	references	0	0	0	0	
Contains reference to wfinger.exe which is TCPIP Finger Command.	references	0	0	0	0	
Contains reference to wfixmapi.exe which is FIXMAPI 1.0 MAPI Repair Tool.	references	0	0	0	0	
Contains reference to wfldrclnr.dll which is Desktop Cleanup Wizard.	references	0	0	0	0	
Contains reference to wfltlib.dll which is Filter Library.	references	0	0	0	0	
Contains reference to wfltmc.exe which is Filter Manager Control Program.	references	0	0	0	0	
Contains reference to wfmifs.dll which is FM IFS Utility DLL.	references	0	0	0	0	
Contains reference to wfontext.dll which is Windows Font Folder.	references	0	0	0	0	
Contains reference to wfontsub.dll which is Font Subsetting DLL.	references	0	0	0	0	
Contains reference to wfontview.exe which is Windows Font Viewer.	references	0	0	0	0	
Contains reference to wforfiles.exe which is ForFiles - Executes a command on selected files.	references	0	0	0	0	
Contains reference to wfplwf.sys which is WFP NDIS 6.20 Lightweight Filter Driver.	references	0	0	0	0	
Contains reference to wfplwfs.sys which is WFP NDIS 6.30 Lightweight Filter Driver.	references	0	0	0	0	
Contains reference to wframedyn.dll which is WMI SDK Provider Framework.	references	0	0	0	0	
Contains reference to wfreecell.exe which is Entertainment Pack FreeCell Game.	references	0	0	0	0	
Contains reference to wfreedisk.exe which is Free Disk - Reports on the availability of free space.	references	0	0	0	0	
Contains reference to wfs.exe which is Microsoft  Windows Fax and Scan.	references	0	0	0	0	
Contains reference to wfsr.dll which is Windows Fax and Scan Resources.	references	0	0	0	0	
Contains reference to wfsusd.dll which is File System Camera Devices DLL.	references	0	0	0	0	
Contains reference to wftlx041e.dll which is Thai Wordbreaker.	references	0	0	0	0	
Contains reference to wftp.exe which is File Transfer Program.	references	0	0	0	0	
Contains reference to wftpctrs2.dll which is FTP Service Performance Counters.	references	0	0	0	0	
Contains reference to wftsrch.dll which is Microsoft Full-Text Search.	references	0	0	0	0	
Contains reference to wfwcfg.dll which is Windows Firewall Configuration Helper.	references	0	0	0	0	
Contains reference to wfxsapi.dll which is Microsoft  Fax API Support DLL.	references	0	0	0	0	
Contains reference to wfxscom.dll which is Microsoft Fax Server COM Client Interface.	references	0	0	0	0	
Contains reference to wfxscomex.dll which is Microsoft Fax Server Extended COM Client Interface.	references	0	0	0	0	
Contains reference to wfxsext32.dll which is Microsoft  Fax Exchange Command Extension.	references	0	0	0	0	
Contains reference to wfxsperf.dll which is Microsoft  Fax PerfMon DLL.	references	0	0	0	0	
Contains reference to wfxsres.dll which is Microsoft  Fax Resource DLL.	references	0	0	0	0	
Contains reference to wfxsxp32.dll which is Microsoft  Fax Transport Provider.	references	0	0	0	0	
Contains reference to wg711codc.ax which is Intel G711 CODEC.	references	0	0	0	0	
Contains reference to wgcdef.dll which is Game Controllers Default Sheets.	references	0	0	0	0	
Contains reference to wgdi32.dll which is GDI Client DLL.	references	0	0	0	0	
Contains reference to wgetmac.exe which is Displays NIC MAC information.	references	0	0	0	0	
Contains reference to wgettype.exe which is Gettype - determines OS type and version info.	references	0	0	0	0	
Contains reference to wgetuname.dll which is Unicode name Dll for UCE.	references	0	0	0	0	
Contains reference to wglmf32.dll which is OpenGL Metafiling DLL.	references	0	0	0	0	
Contains reference to wglu32.dll which is OpenGL Utility Library DLL.	references	0	0	0	0	
Contains reference to wgpkcsp.dll which is Gemplus Cryptographic Service Provider.	references	0	0	0	0	
Contains reference to wgpkrsrc.dll which is Gemplus Cryptographic Service Provider Resources.	references	0	0	0	0	
Contains reference to wgprslt.exe which is Query Group Policy RSOP Data.	references	0	0	0	0	
Contains reference to wgpupdate.exe which is Microsoft Group Policy Refresh Utility.	references	0	0	0	0	
Contains reference to wgrpconv.exe which is Windows Progman Group Converter.	references	0	0	0	0	
Contains reference to wguitrn.dll which is Transports for Migration Wizard.	references	0	0	0	0	
Contains reference to wguitrna.dll which is Transports for Migration Wizard.	references	0	0	0	0	
Contains reference to wgzip.dll which is GZIP Compression DLL.	references	0	0	0	0	
Contains reference to wh323msp.dll which is Microsoft H.323 Media Service Provider.	references	0	0	0	0	
Contains reference to whbaapi.dll which is HBA API data interface dll for HBA_API_Rev_2-18_2002MAR1.doc.	references	0	0	0	0	
Contains reference to whccoin.dll which is USB Coinstaller.	references	0	0	0	0	
Contains reference to whealogr.dll which is WHEA Troubleshooter.	references	0	0	0	0	
Contains reference to whelp.exe which is Command Line Help Utility.	references	0	0	0	0	
Contains reference to where.exe which is Where - Lists location of files.	references	0	0	0	0	
Contains reference to whh.exe which is Microsoft HTML Help Executable.	references	0	0	0	0	
Contains reference to whhctrl.ocx which is Microsoft HTML Help Control.	references	0	0	0	0	
Contains reference to whhctrlui.dll which is Microsoft HTML Help Control.	references	0	0	0	0	
Contains reference to whhelper.dll which is Net shell helper DLL for winHttp.	references	0	0	0	0	
Contains reference to whhsetup.dll which is Microsoft HTML Help.	references	0	0	0	0	
Contains reference to whid.dll which is Hid User Library.	references	0	0	0	0	
Contains reference to whidserv.dll which is HID Service.	references	0	0	0	0	
Contains reference to whlink.dll which is Microsoft Office 2000 component.	references	0	0	0	0	
Contains reference to whmmapi.dll which is Microsoft HTTP Mail Simple MAPI.	references	0	0	0	0	
Contains reference to whnetcfg.dll which is Home Networking Configuration Manager.	references	0	0	0	0	
Contains reference to whnetmon.dll which is Home Networking Monitor DLL.	references	0	0	0	0	
Contains reference to whoami.exe which is whoami - displays logged on user information.	references	1	1	1	1	
Contains reference to whostname.exe which is Hostname APP.	references	0	0	0	0	
Contains reference to whpcbrand.dll which is Windows Parallel Computing Branding Resources.	references	0	0	0	0	
Contains reference to whrtz.dll which is Zone Game DLL - Hearts.	references	0	0	0	0	
Contains reference to whrtzres.dll which is Zone Datafile.	references	0	0	0	0	
Contains reference to whrtzzm.exe which is Zone Datafile.	references	0	0	0	0	
Contains reference to whsf_inst.dll which is CoInstaller for HSF on W2K.	references	0	0	0	0	
Contains reference to whttpapi.dll which is HTTP Protocol Stack API.	references	0	0	0	0	
Contains reference to whttpext.dll which is Web DAV Extensions for Windows.	references	0	0	0	0	
Contains reference to whttpmib.dll which is HTTP Server SNMP Agent.	references	0	0	0	0	
Contains reference to whttpodbc.dll which is Microsoft ODBC HTTP Server Extension.	references	0	0	0	0	
Contains reference to whtui.dll which is Common halftone Color Adjustment Dialogs.	references	0	0	0	0	
Contains reference to wiaacmgr.exe which is Windows Picture Acquisition Wizard.	references	0	0	0	0	
Contains reference to wiaaut.dll which is WIA Automation Layer.	references	0	0	0	0	
Contains reference to wiadefui.dll which is WIA Scanner Default UI.	references	0	0	0	0	
Contains reference to wiadss.dll which is WIA TWAIN compatibility layer.	references	0	0	0	0	
Contains reference to wiaextensionhost64.dll which is WIA Extension Host for thunking APIs from 32-bit to 64-bit process.	references	0	0	0	0	
Contains reference to wiafbdrv.dll which is Flatbed Scanner Still Image Devices DLL.	references	0	0	0	0	
Contains reference to wiarpc.dll which is Windows Image Acquisition RPC client DLL.	references	0	0	0	0	
Contains reference to wias.dll which is Internet Authentication Service.	references	0	0	0	0	
Contains reference to wiasacct.dll which is IAS Accounting Provider.	references	0	0	0	0	
Contains reference to wiasads.dll which is IAS Active Directory Data Store.	references	0	0	0	0	
Contains reference to wiascanprofiles.dll which is Microsoft Windows ScanProfiles.	references	0	0	0	0	
Contains reference to wiascr.dll which is WIA Scripting Layer.	references	0	0	0	0	
Contains reference to wiaservc.dll which is Still Image Devices Service.	references	0	0	0	0	
Contains reference to wiasf.ax which is WIA Stream Snapshot Filter.	references	0	0	0	0	
Contains reference to wiashext.dll which is Imaging Devices Shell Folder UI.	references	0	0	0	0	
Contains reference to wiashlpr.dll which is IAS Surrogate Component.	references	0	0	0	0	
Contains reference to wiasmmc.dll which is IAS MMC Snapin.	references	0	0	0	0	
Contains reference to wiasnap.dll which is IAS NAP Provider.	references	0	0	0	0	
Contains reference to wiasperf.dll which is IAS Performance Monitoring DLL.	references	0	0	0	0	
Contains reference to wiaspolcy.dll which is IAS Pipeline.	references	0	0	0	0	
Contains reference to wiasrad.dll which is IAS RADIUS Protocol Component.	references	0	0	0	0	
Contains reference to wiasrecst.dll which is IAS Jet Database Access.	references	0	0	0	0	
Contains reference to wiassam.dll which is IAS NT SAM Provider.	references	0	0	0	0	
Contains reference to wiassdo.dll which is IAS SDO Component.	references	0	0	0	0	
Contains reference to wiassvcs.dll which is IAS Services Component.	references	0	0	0	0	
Contains reference to wiatrace.dll which is WIA Tracing.	references	0	0	0	0	
Contains reference to wiavideo.dll which is WIA Video.	references	0	0	0	0	
Contains reference to wiavusd.dll which is WIA Video Stream device USD.	references	0	0	0	0	
Contains reference to wiawow64.exe which is Thunking WIA APIS from 32 to 64 Process.	references	0	0	0	0	
Contains reference to wibmsgnet.dll which is IBM NIC Message DLL.	references	0	0	0	0	
Contains reference to wicfgnt5.dll which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicm32.dll which is Microsoft Color Management Module (CMM).	references	0	0	0	0	
Contains reference to wicmp.dll which is ICMP DLL.	references	0	0	0	0	
Contains reference to wicmui.dll which is Microsoft Color Matching System User Interface DLL.	references	0	0	0	0	
Contains reference to wiconf32.dll which is iConf32 DLL.	references	0	0	0	0	
Contains reference to wicwconn.dll which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicwconn1.exe which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicwconn2.exe which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicwdial.dll which is Internet Connection Wizard Autodialer.	references	0	0	0	0	
Contains reference to wicwdl.dll which is Internet Service MIME Mutlipart Download.	references	0	0	0	0	
Contains reference to wicwhelp.dll which is Internet Connection Wizard Helper functions.	references	0	0	0	0	
Contains reference to wicwphbk.dll which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicwres.dll which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicwrmind.exe which is Internet Connection Wizard Reminder.	references	0	0	0	0	
Contains reference to wicwtutor.exe which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to wicwutil.dll which is Internet Connection Wizard.	references	0	0	0	0	
Contains reference to widq.dll which is Indexing Service ISAPI Extension.	references	0	0	0	0	
Contains reference to widvdi.dll which is Virtual Device Interface for BACKUP/RESTORE of WID.	references	0	0	0	0	
Contains reference to wie4uinit.exe which is IE 5.0 Per-User Install Utility.	references	0	0	0	0	
Contains reference to wieakeng.dll which is Internet Explorer Administration Kit Engine Library.	references	0	0	0	0	
Contains reference to wieaksie.dll which is Internet Explorer Snap-in Extension to Group Policy.	references	0	0	0	0	
Contains reference to wieakui.dll which is Microsoft IEAK Shared UI DLL.	references	0	0	0	0	
Contains reference to wiedkcs32.dll which is Microsoft Internet Explorer Customization DLL.	references	0	0	0	0	
Contains reference to wiedw.exe which is IE Crash Detection.	references	0	0	0	0	
Contains reference to wieencode.dll which is Microsoft Character Encoder.	references	0	0	0	0	
Contains reference to wieinfo5.ocx which is Microsoft System Information IE Extension.	references	0	0	0	0	
Contains reference to wiepeers.dll which is Internet Explorer Peer Objects.	references	0	0	0	0	
Contains reference to wiernonce.dll which is Extended RunOnce processing with UI.	references	0	0	0	0	
Contains reference to wiesetup.dll which is IOD Version Map.	references	0	0	0	0	
Contains reference to wiexplore.exe which is Internet Explorer.	references	0	0	0	1	
Contains reference to wifidisplay.dll which is Wi-Fi Display DLL.	references	0	0	0	0	
Contains reference to wifmon.dll which is IF Monitor DLL.	references	0	0	0	0	
Contains reference to wifsutil.dll which is IFS Utility DLL.	references	0	0	0	0	
Contains reference to wigmpagnt.dll which is Microsoft IGMP subagent.	references	0	0	0	0	
Contains reference to wiisext.dll which is ADs IIS Extension DLL.	references	0	0	0	0	
Contains reference to wiislog.dll which is Microsoft IIS Plugin DLL.	references	0	0	0	0	
Contains reference to wiismap.dll which is Microsoft IIS client certificate mapper.	references	0	0	0	0	
Contains reference to wiispwchg.dll which is Microsoft IIS Web Admin.	references	0	0	0	0	
Contains reference to wiisres.dll which is IIS Resource DLL.	references	0	0	0	0	
Contains reference to wiisreset.exe which is IIS control command line utility.	references	0	0	0	0	
Contains reference to wiisrstap.dll which is IIS Restart API Proxy dll.	references	0	0	0	0	
Contains reference to wiisrtl.dll which is IIS RunTime Library.	references	0	0	0	0	
Contains reference to wiisui.dll which is IIS MMC Snap-in utility.	references	0	0	0	0	
Contains reference to wiisuiobj.dll which is IISUI Object Module.	references	0	0	0	0	
Contains reference to wiisw3adm.dll which is IIS Web Admin Service.	references	0	0	0	0	
Contains reference to wimadmui.dll which is Windows Remote Installation UI.	references	0	0	0	0	
Contains reference to wimagehlp.dll which is Windows NT Image Helper.	references	0	0	0	0	
Contains reference to wimekrcic.dll which is Microsoft Korean IME 2002.	references	0	0	0	0	
Contains reference to wimepadsm.dll which is Microsoft IME 2002.	references	0	0	0	0	
Contains reference to wimepadsv.exe which is Microsoft IME 2002. Fareast IME common module..	references	0	0	0	0	
Contains reference to wimeshare.dll which is Microsoft Office IME Shared property library..	references	0	0	0	0	
Contains reference to wimgapi.dll which is Windows Imaging Library.	references	0	0	0	0	
Contains reference to wimgutil.dll which is IE plugin image decoder support DLL.	references	0	0	0	0	
Contains reference to wimjp81k.dll which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpcic.dll which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpcus.dll which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpdadm.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpdct.dll which is Microsoft IME 2002. Dictionary Tool..	references	0	0	0	0	
Contains reference to wimjpdct.exe which is Microsoft IME. Dictionary Tool..	references	0	0	0	0	
Contains reference to wimjpdsvr.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpinst.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpmig.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjprw.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjpuex.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjputy.exe which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimjputyc.dll which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimlang.dll which is Microsoft IME.	references	0	0	0	0	
Contains reference to wimm32.dll which is Windows IMM32 API Client DLL.	references	0	0	0	0	
Contains reference to wimmount.sys which is Wim file system Driver.	references	0	0	0	0	
Contains reference to wimprovider.dll which is DISM WIM Provider.	references	0	0	0	0	
Contains reference to wimserv.exe which is Wimfltr v2 extractor.	references	0	0	0	0	
Contains reference to wimskdic.dll which is Microsoft IME 2002.	references	0	0	0	0	
Contains reference to wimskf.dll which is Microsoft IME 2002.	references	0	0	0	0	
Contains reference to win32_encryptablevolume.dll which is Win32_Encryptable Volume Provider.	references	0	0	0	0	
Contains reference to win32_tpm.dll which is TPM WMI Provider.	references	0	0	0	0	
Contains reference to win32k.sys which is Multi-User Win32 Driver.	references	0	0	0	0	
Contains reference to win32spl.dll which is Client Side Rendering Print Provider.	references	0	0	0	0	
Contains reference to win32ui.dll which is Setup Wizard Pages.	references	0	0	0	0	
Contains reference to winbici.dll which is Windows Services Instrumentation Module.	references	0	0	0	0	
Contains reference to winbio.dll which is Windows Biometrics Client API.	references	0	0	0	0	
Contains reference to winbiobidadapter.dll which is WinBio BID Adapter.	references	0	0	0	0	
Contains reference to winbiosensoradapter.dll which is WinBio Sensor Adapter.	references	0	0	0	0	
Contains reference to winbiostorageadapter.dll which is WinBio Storage Adapter.	references	0	0	0	0	
Contains reference to winbrand.dll which is Windows Branding Resources.	references	0	0	0	0	
Contains reference to wincal.exe which is Windows Calendar.	references	0	0	0	0	
Contains reference to winchat.exe which is Windows for Workgroups Chat (NT).	references	0	0	0	0	
Contains reference to wincollab.exe which is Windows Meeting Space.	references	0	0	0	0	
Contains reference to wincollabcontacts.dll which is Windows Meeting Space Contacts.	references	0	0	0	0	
Contains reference to wincollabdecorator.dll which is Windows Meeting Space Decorator.	references	0	0	0	0	
Contains reference to wincollabdecoratorwow.dll which is Windows Meeting Space Decorator.	references	0	0	0	0	
Contains reference to wincollabdecorhost.exe which is Windows Meeting Space Decorator Host.	references	0	0	0	0	
Contains reference to wincollabelev.dll which is Windows Meeting Space Elev.	references	0	0	0	0	
Contains reference to wincollabfile.dll which is Windows Meeting Space File Sharing.	references	0	0	0	0	
Contains reference to wincollabpres.dll which is Windows Meeting Space Presence.	references	0	0	0	0	
Contains reference to wincollabproj.dll which is Windows Meeting Space Projection.	references	0	0	0	0	
Contains reference to wincollabres.dll which is Windows Meeting Space Resource.	references	0	0	0	0	
Contains reference to wincorlib.dll which is Microsoft Windows  WinRT core library.	references	0	0	0	0	
Contains reference to wincredprovider.dll which is wincredprovider DLL.	references	0	0	0	0	
Contains reference to windeploy.exe which is Windows Deployment Loader.	references	0	0	0	0	
Contains reference to windows.applicationmodel.background.systemeventsbroker.dll which is Windows Background System Events Broker API Server.	references	0	0	0	0	
Contains reference to windows.applicationmodel.background.timebroker.dll which is Windows Background Time Broker API Server.	references	0	0	0	0	
Contains reference to windows.applicationmodel.dll which is Windows ApplicationModel API Server.	references	0	0	0	0	
Contains reference to windows.applicationmodel.store.dll which is Windows Store Runtime DLL.	references	0	0	0	0	
Contains reference to windows.applicationmodel.store.testingframework.dll which is Windows Store Testing Framework Runtime DLL.	references	0	0	0	0	
Contains reference to windows.data.pdf.dll which is PDF WinRT APIs.	references	0	0	0	0	
Contains reference to windows.devices.background.ps.dll which is Windows.Devices.Background Interface Proxy.	references	0	0	0	0	
Contains reference to windows.devices.bluetooth.dll which is Windows.Devices.Bluetooth DLL.	references	0	0	0	0	
Contains reference to windows.devices.custom.ps.dll which is Windows.Devices.Custom Interface Proxy.	references	0	0	0	0	
Contains reference to windows.devices.enumeration.ps.dll which is Windows.Devices.Enumeration Interface Proxy.	references	0	0	0	0	
Contains reference to windows.devices.geolocation.dll which is Geolocation Runtime DLL.	references	0	0	0	0	
Contains reference to windows.devices.humaninterfacedevice.dll which is Windows.Devices.HumanInterfaceDevice DLL.	references	0	0	0	0	
Contains reference to windows.devices.pointofservice.dll which is Windows Runtime PointOfService DLL.	references	0	0	0	0	
Contains reference to windows.devices.portable.dll which is Windows Runtime Portable Devices DLL.	references	0	0	0	0	
Contains reference to windows.devices.scanners.dll which is Windows Runtime Devices Scanners DLL.	references	0	0	0	0	
Contains reference to windows.devices.sensors.dll which is Windows Runtime Sensors DLL.	references	0	0	0	0	
Contains reference to windows.devices.smartcards.dll which is Windows Runtime Smart Card API DLL.	references	0	0	0	0	
Contains reference to windows.devices.usb.dll which is Windows Runtime Usb DLL.	references	0	0	0	0	
Contains reference to windows.devices.wifidirect.dll which is Windows.Devices.WiFiDirect DLL.	references	0	0	0	0	
Contains reference to windows.globalization.dll which is Windows Globalization.	references	0	0	0	0	
Contains reference to windows.globalization.fontgroups.dll which is Fonts Mapping API.	references	0	0	0	0	
Contains reference to windows.globalization.japanesephoneme.dll which is Microsoft IME.	references	0	0	0	0	
Contains reference to windows.graphics.dll which is WinRT Windows Graphics DLL.	references	0	0	0	0	
Contains reference to windows.graphics.printing.dll which is Microsoft Windows Printing Support.	references	0	0	0	0	
Contains reference to windows.management.workplace.workplacesettings.dll which is Windows Runtime WorkplaceSettings DLL.	references	0	0	0	0	
Contains reference to windows.media.devices.dll which is Windows Runtime media device server DLL.	references	0	0	0	0	
Contains reference to windows.media.dll which is Windows Media Runtime DLL.	references	0	0	0	0	
Contains reference to windows.media.mediacontrol.dll which is Windows Runtime MediaControl server DLL.	references	0	0	0	0	
Contains reference to windows.media.renewal.dll which is Windows Media Renewal DLL.	references	0	0	0	0	
Contains reference to windows.media.speechsynthesis.dll which is Windows Speech Runtime DLL.	references	0	0	0	0	
Contains reference to windows.media.streaming.dll which is DLNA DLL.	references	0	0	0	0	
Contains reference to windows.media.streaming.ps.dll which is DLNA Proxy-Stub DLL.	references	0	0	0	0	
Contains reference to windows.networking.backgroundtransfer.contentprefetchtask.dll which is Windows Networking Background Transfer Content Prefetch task DLL.	references	0	0	0	0	
Contains reference to windows.networking.backgroundtransfer.dll which is Windows.Networking.BackgroundTransfer DLL.	references	0	0	0	0	
Contains reference to windows.networking.connectivity.dll which is Windows Networking Connectivity Runtime DLL.	references	0	0	0	0	
Contains reference to windows.networking.dll which is Windows.Networking DLL.	references	0	0	0	0	
Contains reference to windows.networking.hostname.dll which is Windows.Networking.HostName DLL.	references	0	0	0	0	
Contains reference to windows.networking.networkoperators.hotspotauthentication.dll which is Microsoft Windows Hotspot Authentication API.	references	0	0	0	0	
Contains reference to windows.networking.proximity.dll which is Windows Runtime Proximity API DLL.	references	0	0	0	0	
Contains reference to windows.networking.sockets.pushenabledapplication.dll which is Windows.Networking.Sockets.PushEnabledApplication DLL.	references	0	0	0	0	
Contains reference to windows.networking.vpn.dll which is Windows.Networking.Vpn DLL.	references	0	0	0	0	
Contains reference to windows.security.authentication.onlineid.dll which is Windows Runtime OnlineId Authentication DLL.	references	0	0	0	0	
Contains reference to windows.security.credentials.ui.credentialpicker.dll which is WinRT Credential Picker Server.	references	0	0	0	0	
Contains reference to windows.security.credentials.ui.userconsentverifier.dll which is Windows User Consent Verifier API.	references	0	0	0	0	
Contains reference to windows.storage.applicationdata.dll which is Windows Application Data API Server.	references	0	0	0	0	
Contains reference to windows.storage.compression.dll which is WinRT Compression.	references	0	0	0	0	
Contains reference to windows.system.display.dll which is Windows System Display Runtime DLL.	references	0	0	0	0	
Contains reference to windows.system.profile.hardwareid.dll which is Windows System Profile HardwareId DLL.	references	0	0	0	0	
Contains reference to windows.system.remotedesktop.dll which is Windows System RemoteDesktop Runtime DLL.	references	0	0	0	0	
Contains reference to windows.ui.dll which is Windows Runtime UI Foundation DLL.	references	0	0	0	0	
Contains reference to windows.ui.input.inking.dll which is WinRT Windows Inking DLL.	references	0	0	0	0	
Contains reference to windows.ui.xaml.dll which is Windows.UI.Xaml dll.	references	0	0	0	0	
Contains reference to windows.web.dll which is Web Client DLL.	references	0	0	0	0	
Contains reference to windows.web.http.dll which is Windows.Web.Http DLL.	references	0	0	0	0	
Contains reference to windows5.x-hypervintegrationservices-x64.exe which is Self-Extracting Cabinet.	references	0	0	0	0	
Contains reference to windows5.x-hypervintegrationservices-x86.exe which is Self-Extracting Cabinet.	references	0	0	0	0	
Contains reference to windowsanytimeupgrade.exe which is Windows Anytime Upgrade.	references	0	0	0	0	
Contains reference to windowsanytimeupgraderesults.exe which is Windows Anytime Upgrade Results.	references	0	0	0	0	
Contains reference to windowsanytimeupgradeui.exe which is Windows Anytime Upgrade User Interface.	references	0	0	0	0	
Contains reference to windowsbase.dll which is Windows Presentation Foundation Base Library.	references	0	0	0	0	
Contains reference to windowsbase.ni.dll which is Windows Presentation Foundation Base Library.	references	0	0	0	0	
Contains reference to windowscodecs.dll which is Microsoft Windows Codecs Library.	references	0	0	0	0	
Contains reference to windowscodecsext.dll which is Microsoft Windows Codecs Extended Library.	references	0	0	0	0	
Contains reference to windowsformsintegration.dll which is Windows Presentation Foundation WindowsForms Integration Library.	references	0	0	0	0	
Contains reference to windowsformsintegration.ni.dll which is Windows Presentation Foundation WindowsForms Integration Library.	references	0	0	0	0	
Contains reference to windowsinternal.inbox.media.shared.dll which is WindowsInternal.Inbox Media Shared.	references	0	0	0	0	
Contains reference to windowsinternal.inbox.media.viewer.dll which is WindowsInternal.Inbox Media Viewer.	references	0	0	0	0	
Contains reference to windowsinternal.inbox.shared.dll which is WindowsInternal.Inbox Shared.	references	0	0	0	0	
Contains reference to windowslivelogin.dll which is Microsoft Account Login Helper.	references	0	0	0	0	
Contains reference to windowsmailgadget.exe which is Windows Mail Gadget for Windows SideShow capable devices.	references	0	0	0	0	
Contains reference to windowsphotogallery.exe which is Windows Photo Gallery.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-chs.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-cht.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-csy.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-deu.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-enu.exe which is Update Package.	references	0	0	0	0	
Contains reference to windowsserver2003-kb943295-x86-esn.exe which is Update Package.	references	0	0	0	0	
